#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A29E56
#Date Time: 2023-12-04 15:35:34.436
#Sample rate: 1600Hz
#Samples: 69357
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-81.92,1.403743238804499,1.766460528545378
-81.919375,1.532321218346509,1.92843615600761
-81.91875,1.532321218346626,1.928098706783878
-81.918125,1.531987249568595,1.928098706783878
-81.9175,1.532321218346625,1.928098706783878
-81.916875,1.532321218346626,1.927761257559999
-81.91625000000001,1.532321218346626,1.927761257559998
-81.91562500000001,1.532321218346626,1.928098706783875
-81.91500000000001,1.531987249568597,1.928098706783878
-81.91437500000001,1.531987249568594,1.928098706783878
-81.91375000000001,1.531987249568594,1.928436156007755
-81.91312500000001,1.531653280790566,1.928436156007758
-81.91250000000001,1.531653280790563,1.928773605231634
-81.91187499999999,1.531653280790563,1.928773605231638
-81.91125,1.531653280790566,1.928773605231634
-81.910625,1.531987249568594,1.928436156007758
-81.91,1.531987249568592,1.928436156007758
-81.909375,1.531653280790568,1.928436156007758
-81.90875,1.532321218346628,1.928436156007758
-81.908125,1.532655187124657,1.928436156007758
-81.9075,1.532655187124659,1.928436156007758
-81.906875,1.532989155902689,1.928436156007758
-81.90625,1.532989155902689,1.928436156007759
-81.905625,1.532989155902688,1.928773605231637
-81.905,1.532655187124657,1.928436156007757
-81.904375,1.532321218346626,1.927761257559998
-81.90375,1.531653280790563,1.927086359112238
-81.903125,1.531319312012532,1.9260740114406
-81.9025,1.53065137445647,1.926074011440598
-81.901875,1.529983436900408,1.925736562216719
-81.90125,1.529983436900405,1.925399112992839
-81.90062500000001,1.529649468122376,1.924724214545082
-81.90000000000001,1.529983436900403,1.9243867653212
-81.89937500000001,1.529649468122376,1.92404931609732
-81.89875000000001,1.529315499344345,1.924049316097318
-81.89812500000001,1.529315499344342,1.924049316097318
-81.89750000000001,1.528981530566314,1.924049316097318
-81.89687500000001,1.528981530566311,1.924049316097318
-81.89624999999999,1.528981530566303,1.924049316097318
-81.895625,1.528313593010248,1.924049316097315
-81.895,1.528313593010245,1.923711866873441
-81.894375,1.527979624232216,1.924049316097321
-81.89375,1.527979624232219,1.924386765321196
-81.893125,1.52831359301025,1.924049316097318
-81.8925,1.528647561788281,1.924049316097322
-81.891875,1.528981530566314,1.924724214545083
-81.89125,1.529649468122376,1.925736562216719
-81.890625,1.530317405678439,1.926074011440598
-81.89,1.5309853432345,1.926074011440599
-81.889375,1.531319312012531,1.926748909888358
-81.88875,1.531653280790563,1.927086359112238
-81.888125,1.531987249568594,1.927423808336117
-81.8875,1.531987249568594,1.927423808336118
-81.886875,1.531987249568594,1.927761257559997
-81.88625,1.531987249568594,1.927761257559998
-81.885625,1.532321218346624,1.927761257559998
-81.88500000000001,1.531987249568596,1.928098706783876
-81.88437500000001,1.531319312012535,1.928436156007755
-81.88375000000001,1.53165328079056,1.92809870678388
-81.88312500000001,1.531653280790563,1.928098706783878
-81.88250000000001,1.531653280790563,1.928098706783878
-81.88187500000001,1.531319312012535,1.928098706783878
-81.88125000000001,1.531319312012531,1.927761257560001
-81.88062499999999,1.531319312012528,1.927761257559994
-81.88,1.530985343234496,1.927423808336114
-81.879375,1.530651374456468,1.927086359112241
-81.87875,1.530651374456466,1.927423808336118
-81.878125,1.530317405678437,1.927423808336115
-81.8775,1.530317405678437,1.927086359112236
-81.876875,1.530317405678437,1.926748909888361
-81.87625,1.530317405678437,1.927423808336118
-81.875625,1.530317405678438,1.927423808336118
-81.875,1.530651374456469,1.927423808336118
-81.874375,1.5309853432345,1.927423808336119
-81.87375,1.5309853432345,1.928098706783877
-81.873125,1.5309853432345,1.927761257559998
-81.8725,1.531653280790562,1.928098706783877
-81.871875,1.531653280790563,1.927761257559998
